MO_ULR18_,MO_ULR18_I,CODIGO_VEN,COD_VEN,CLASE_U,DEST,DESTA,DESTAA,DESTAAA,FUENTE,PROFILE_ID,ID_REALA,ID_REALA_NUM,POINT_X,POINT_Y
700,700,,,,,,KANDIUSTULTS,,SOTER,VE_BO74/11,VE_BO74/11,422,-65.65180818410,7.47682019829
701,701,,,,,,QUARZIPSAMMENTS,,SOTER,VE_BO72/11,VE_BO72/11,423,-63.13173205180,7.44684064429
702,702,,,,,,PLINTHAQUULT,,SOTER,VE_PO0021,VE_PO0021,424,-69.27191256100,7.42679518977
703,703,,,,,,EPIAQUENTS,,SOTER,VE_BO72/12,VE_BO72/12,425,-63.70174904170,7.37683491234
704,704,,,,,,PELLUSTERTS,,SOTER,VE_PO0030,VE_PO0030,426,-69.29191270290,7.34679422845
705,705,,,,,,QUARTZIPSAMMENTS,,SOTER,VE_BO74/12,VE_BO74/12,427,-65.64180674240,7.33681901726
706,706,,,,,,HAPLUSTALFS,,SOTER,VE_PO0002,VE_PO0002,428,-69.29191257260,7.32679400842
707,707,,,,,,DYSTROPEPTS,,SOTER,VE_PO0022,VE_PO0022,429,-70.93195788690,7.21678353460
708,708,,,,,,TROPAQUEPTS,,SOTER,VE_PO0024,VE_PO0024,430,-70.94195788540,7.18678331472
709,709,,,,,,DYSTRUSTERTS,,SOTER,VE_PO0023,VE_PO0023,431,-70.88195620560,7.18678354874
710,710,,,,,,QUARTZIPSAMMENTS,,SOTER,VE_PO0025,VE_PO0025,432,-70.61194843720,7.11678486173
711,711,,,,,,Kandiustalf,,SOTER,VE_W3_0143,VE_W3_0143,433,-63.41843782020,7.08013431671
712,712,,,,,,KANHAPLOHUMULTS,,SOTER,VE_BO71/12,VE_BO71/12,434,-64.97178484560,7.07682206271
713,713,,,,,,Kandiustalf,,SOTER,VE_W3_0131,VE_W3_0131,435,-63.36843477260,6.88013288184
714,714,,,,,,PALEAQUULTS,,SOTER,VE_AM78/11,VE_AM78/11,436,-66.92183914200,6.57680364052
715,715,,,,,,KANDIUSTULTS,,SOTER,VE_PO0029,VE_PO0029,437,-67.34185015480,6.37679897840
716,716,,,,,,KANHAPLUDULTS,,SOTER,VE_BO83/12,VE_BO83/12,438,-64.98177948240,6.34681578346
717,717,,,,,,KANHAPLUDULTS,,SOTER,VE_BO80/11,VE_BO80/11,439,-64.98177881490,6.24681457977
718,718,,,,,,HAPLUSTOX,,SOTER,VE_PO0028,VE_PO0028,440,-69.32190699430,6.24678621918
719,719,,,,,,KANHAPLUSTULTS,,SOTER,VE_BO71/11,VE_BO71/11,441,-63.68173818880,6.11682349995
720,720,,,,,,KANHAPLOHUMULT,,SOTER,VE_AM81/11,VE_AM81/11,442,-67.10183757160,5.52679472718
721,721,,,,,,KANHAPLUDULTS,,SOTER,VE_BO75/12,VE_BO75/12,443,-62.62169972370,5.46682641477
722,722,,,,,,KANDIUDULTS,,SOTER,VE_AM79/11,VE_AM79/11,444,-66.08180390730,5.07679818249
723,723,,,,,,KANHAPLOHUMULTS,,SOTER,VE_BO77/11,VE_BO77/11,445,-63.50172261880,4.82681422847
724,724,,,,,,QUARTZIPSAMMENT,,SOTER,VE_AM79/12,VE_AM79/12,446,-65.83179355470,4.66679663502
725,725,,,,,,LITHICTROPORTHENTS,,SOTER,VE_BO75/11,VE_BO75/11,447,-63.00170419760,4.46681548258
726,726,,,,,,KANHAPLUDULTS,,SOTER,VE_BO77/12,VE_BO77/12,448,-63.17170809820,4.29681288010
727,727,,,,,,KANHAPLUDULT,,SOTER,VE_AM76/11,VE_AM76/11,449,-66.08179392350,3.49678742146
728,728,,,,,,QUARTZIPSAMMENT,,SOTER,VE_AM69/11,VE_AM69/11,450,-66.50180647610,3.41678442670
729,729,,,,,,PSAMMAQUENTS,,SOTER,VE_AM70/11,VE_AM70/11,451,-65.93178526350,2.81678444937
730,730,,,,,,TROPAQUEPTS,,SOTER,VE_AM70/12,VE_AM70/12,452,-65.93178459530,2.69678369036
731,731,,,,,,KANDIUDOX,,SOTER,VE_AM73/11,VE_AM73/11,453,-65.10175657560,2.41678703662
732,732,,,,,,KANDIHUMULTS,,SOTER,VE_AM82/11,VE_AM82/11,454,-63.62170878560,2.36679616823
733,733,,,,,,KANHAPLAQUULT,,SOTER,VE_AM69/12,VE_AM69/12,455,-67.17182077630,2.22677429180
734,734,,,,,,KANDIUDOX,,SOTER,VE_AM82/12,VE_AM82/12,456,-63.78171245900,2.11679373521
338,338,70,70 VEN 1960 PO 16,,,,,,INIA,70 VEN 1960 PO 16,70,457,-69.79629589770,8.90729161224
140,140,208,208 VEN 1962 CA 6,,Ultisoles,Ustults,Haplustults,Typic Haplustults,INIA,208 VEN 1962 CA 6,208,458,-68.04801604110,10.15362493490
124,124,207,207 VEN 1962 CA 8,,Alfisoles,Aqualfs,Endoaqualfs,Typic Endoaqualfs,INIA,207 VEN 1962 CA 8,207,459,-68.05477025670,10.07520120550
198,198,127,127 VEN 1961 GU 19,IV,Vertisoles,Uderts,Hapluderts,Entic Hapluderts,INIA,127 VEN 1961 GU 19,127,460,-67.75318005260,8.83686591519
180,180,168,168 VEN 1961 GU 16,IV,Alfisoles,Ustalfs,Haplustalfs,Ultic Haplustalfs,INIA,168 VEN 1961 GU 16,168,461,-67.46506051060,9.19530717317
276,276,219,219  VEN 1962  MI 18,,,,,,INIA,219  VEN 1962  MI 18,219,462,-66.29352189280,10.23507647590
323,323,80,80 VEN 1960 PO 25,III,Alfisoles,Ustalfs,Paleustalfs,Typic Paleustalfs,INIA,80 VEN 1960 PO 25,80,463,-69.88885310370,8.88340627197
324,324,114,114 VEN 1961 PO 31,,Alfisoles,Aqualfs,Endoaqualfs,Aeric Endoaqualfs,INIA,114 VEN 1961 PO 31,114,464,-69.85315971930,8.88000764255
53,53,233,233 VEN 1963 AR 23,,Inceptisoles,Tropepts,Ustropepts,Vertic Ustropepts,INIA,233 VEN 1963 AR 23,233,465,-67.56512893930,10.07661051620
74,74,213,213 VEN 1962 BA 7,,,,,,INIA,213 VEN 1962 BA 7,213,466,-70.19310212640,8.67506864269
142,142,120,120 VEN 1961 CO 4,,Entisoles,Aquents,,,INIA,120 VEN 1961 CO 4,120,467,-68.15381020930,9.16402511200
446,446,149,149 VEN 1961 PO 44,IV,Inceptisoles,Aquepts,Tropaquepts,Aeric Tropaquepts,INIA,149 VEN 1961 PO 44,149,468,-69.74170845360,8.92257557702
136,136,297,297 VEN 1963 CA 14,,,,,,INIA,297 VEN 1963 CA 14,297,469,-67.77811372010,10.08871953960
150,150,203,203 VEN 1962 CO 10,,Ultisoles,Ustults,,,INIA,203 VEN 1962 CO 10,203,470,-68.28616091930,9.90234849336
301,301,193,193 VEN 1962 MO 7,V,Ultisoles,Ustults,Paleustults,Typic Paleustults,INIA,193 VEN 1962 MO 7,193,471,-63.39267637430,9.77487752920
532,532,435,435 VEN 1965 TR 11,,Ultisoles,Ustults,,,INIA,435 VEN 1965 TR 11,435,472,-70.47957613220,9.55969392351
417,417,47,47 VEN 1960 PO 2,III,Alfisoles,Ustalfs,Plinthustalfs,Typic Plinthustalfs,INIA,47 VEN 1960 PO 2,47,473,-69.13772277160,9.52161805816
128,128,391,391 VEN 1964 CA,,,,,,INIA,391 VEN 1964 CA,391,474,-68.23970302160,10.19735138180
148,148,275,275 VEN 1963 CO 13,,,,,,INIA,275 VEN 1963 CO 13,275,475,-68.58268653940,9.50297420519
295,295,188,188 VEN 1962 MO 2,III,Entisoles,Psamments,Quartzipsamments,Ustoxic Quartzipsamments,INIA,188 VEN 1962 MO 2,188,476,-63.16354359290,9.69142159583
152,152,121,121 VEN 1961 CO 5,,,,,,INIA,121 VEN 1961 CO 5,121,477,-68.10233535540,9.64433903713
335,335,71,71 VEN 1960 PO 17,III,Entisoles,Psamments,Quartzipsamments,Ustoxic Quartzipsamments,INIA,71 VEN 1960 PO 17,71,478,-69.86300612860,8.91534229550
449,449,66,66 VEN 1960 PO 12,II,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,INIA,66 VEN 1960 PO 12,66,479,-69.74846544130,8.73466458013
131,131,393,393 VEN 1964 CA,,,,,,INIA,393 VEN 1964 CA,393,480,-68.24997042600,10.20142052280
121,121,296,296 VEN 1963 CA 13,,,,,,INIA,296 VEN 1963 CA 13,296,481,-67.79619305350,10.10646122320
179,179,169,169 VEN 1962 GU 25,II,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,169 VEN 1962 GU 25,169,482,-67.55207580260,9.28316360756
339,339,72,72 VEN 1960 PO 18,III,Vertisoles,Usterts,Haplusterts,Typic Haplusters,INIA,72 VEN 1960 PO 18,72,483,-69.78134406010,8.94467222969
524,524,196,196 VEN 1962 TA 06,II,Entisoles,Aquents,Psammaquents,Typic Psammaquents,INIA,196 VEN 1962 TA 06,196,484,-72.10067917880,8.32487358064
182,182,14,14 VEN 1959 GU 7,,,,,,INIA,14 VEN 1959 GU 7,14,485,-67.42112718350,8.93511303825
203,203,125,125 VEN 1961 GU 17,III,Inceptisoles,Tropepts,Dystropepts,Ustic Dystropepts,INIA,125 VEN 1961 GU 17,125,486,-67.01705655220,8.65369417771
320,320,448,448 VEN 1965 MO 12,IV,Ultisoles,Ustults,Plinthustults,Typic Plinthustults,INIA,448 VEN 1965 MO 12,448,487,-62.07950779810,8.81012840092
341,341,151,151 VEN 1961 PO 46,IV,Vertisoles,Usterts,Haplusterts,Entic Haplusterts,INIA,151 VEN 1961 PO 46,151,488,-69.75719123320,9.00620614168
397,397,117,117 VEN 1961 PO 34,III,Alfisoles,Ustalfs,Haplustalfs,Ultic Haplustalfs,INIA,117 VEN 1961 PO 34,117,489,-69.36587853720,9.42756786039
418,418,46,46 VEN 1960 PO 1,IV,Oxisoles,Aquox,Plitnthaquox,Typic Plinthaquox,INIA,46 VEN 1960 PO 1,46,490,-69.09548105250,9.50069490487
26,26,239,239 VEN 1963 AP 1,III,Entisoles,Aquents,Fluvaquents,,INIA,239 VEN 1963 AP 1,239,491,-68.88667326930,7.80157124322
100,100,214,214 VEN 1962 BA 8,,,,,,INIA,214 VEN 1962 BA 8,214,492,-70.07400928980,8.52731216595
130,130,392,392 VEN 1964 CA,,,,,,INIA,392 VEN 1964 CA,392,493,-68.25648229750,10.19165213400
154,154,63,63 VEN 1960 CO 2,,Mollisoles,Ustolls,,,INIA,63 VEN 1960 CO 2,63,494,-68.31251007960,8.95763403344
178,178,167,167 VEN 1962 GU 23,,,,,,INIA,167 VEN 1962 GU 23,167,495,-67.55545510000,9.29076695426
404,404,75,75 VEN 1960 PO 20,,,,,,INIA,75 VEN 1960 PO 20,75,496,-69.21031890040,9.56379989271
23,23,240,240 VEN 1963 AP 2,II,Entisoles,Aquents,Fluvaquents,Tropic Fluvaquents,INIA,240 VEN 1963 AP 2,240,497,-70.63267379660,7.31141549585
35,35,7,7 VEN 1959 AR 1,,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,7 VEN 1959 AR 1,7,498,-67.48808177350,10.25188173250
62,62,225,225 VEN 1962 AR 22,,Inceptisoles,Tropepts,Dystropepts,Ustic Dystropepts,INIA,225 VEN 1962 AR 22,225,499,-67.64222310320,10.34365789520
68,68,398,398 VEN 1964 AR,,,,,,INIA,398 VEN 1964 AR,398,500,-66.71649495230,9.53610814094
77,77,212,212 VEN 1962 BA 6,,,,,,INIA,212 VEN 1962 BA 6,212,501,-70.12120062640,8.59217313894
139,139,205,205 VEN 1962 CA 6,,Alfisoles,Ustalfs,Paleustalfs,Ultic Paleustalfs,INIA,205 VEN 1962 CA 6,205,502,-68.06110897170,10.15124342650
174,174,87,87 VEN 1961 GU 16,,,,,,INIA,87 VEN 1961 GU 16,87,503,-67.39748758120,9.88465601864
209,209,200,200 VEN 1962 LA 10,,Aridisoles,Cambids,Haplocambids,Typic Haplocambids,INIA,200 VEN 1962 LA 10,200,504,-69.81442105700,9.89509915407
342,342,147,147 VEN 1960 PO 42,,,,,,INIA,147 VEN 1960 PO 42,147,505,-69.72383624270,9.00218144742
184,184,128,128 VEN 1961 GU 20,III,Vertisoles,Usterts,Haplusterts,Entic Haplusterts,INIA,128 VEN 1961 GU 20,128,506,-67.42763768050,8.92818390230
99,99,211,211 VEN 1962 BA 5,,,,,,INIA,211 VEN 1962 BA 5,211,507,-70.08699959360,8.54277653484
125,125,55,55 VEN 1960 CA 3,,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,55 VEN 1960 CA 3,55,508,-67.89067498130,10.21052945040
327,327,67,67 VEN 1960 PO 13,II,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,67 VEN 1960 PO 13,67,509,-69.80783346510,8.76726371413
345,345,153,153 VEN 1961 PO 48,,,,,,INIA,153 VEN 1961 PO 48,153,510,-69.69450555980,8.91591949662
460,460,134,134 VEN 1961 PO 40,,,,,,INIA,134 VEN 1961 PO 40,134,511,-68.88864230470,8.92228401094
66,66,397,397 VEN 1964 AR,,,,,,INIA,397 VEN 1964 AR,397,512,-66.98239750780,9.46068587292
118,118,299,299 VEN 1963 CA 16,,,,,,INIA,299 VEN 1963 CA 16,299,513,-67.74362478740,10.09012354340
258,258,291,291 VEN 1963  MI 40,,,,,,INIA,291 VEN 1963  MI 40,291,514,-66.79541204690,10.15972421200
80,80,178,178 VEN 1962 BA 4,,,,,,INIA,178 VEN 1962 BA 4,178,515,-70.05014450890,8.46698409044
98,98,231,231 VEN 1963 BA 11,,,,,,INIA,231 VEN 1963 BA 11,231,516,-70.10060858000,8.55824064223
134,134,396,396 VEN 1964 CA,,,,,,INIA,396 VEN 1964 CA,396,517,-68.24020269750,10.22445354200
275,275,216,216 VEN 1962 MI 15,,,,,,INIA,216 VEN 1962 MI 15,216,518,-66.38905158930,10.22461818270
291,291,287,287 VEN 1963 MI 36,,,,,,INIA,287 VEN 1963 MI 36,287,519,-66.66386177000,10.29083087090
155,155,277,277 VEN 1963 CO 15,,,,,,INIA,277 VEN 1963 CO 15,277,520,-68.63164666060,9.65392996360
280,280,221,221 VEN 1962 MI 20,,,,,,INIA,221 VEN 1962 MI 20,221,521,-65.95275209950,10.28593616270
288,288,248,248 VEN 1963 MI 31,,,,,,INIA,248 VEN 1963 MI 31,248,522,-66.33856324990,10.24132031430
423,423,48,48 VEN 1960 PO 3,IV,Vertisoles,Usterts,Haplusterts,Typic Haplusters,INIA,48 VEN 1960 PO 3,48,523,-69.06982021920,9.48687823175
440,440,221,221 VEN 1962 PO 561,,,,,,INIA,221 VEN 1962 PO 561,221,524,-69.30268674840,9.56774478414
120,120,282,282 VEN 1963 CA 12,,Inceptisoles,Aquepts,Tropaquepts,Typic Tropaquepts,INIA,282 VEN 1963 CA 12,282,525,-67.79228605200,10.11143424390
145,145,124,124 VEN 1961 CO 8,,Ultisoles,Ustults,,,INIA,124 VEN 1961 CO 8,124,526,-68.14548188610,9.17041021786
160,160,142,142 VEN 1961 NE 5,,,,,,INIA,142 VEN 1961 NE 5,142,527,-63.89896336050,11.04496487550
277,277,217,217 VEN 1962 MI 16,,,,,,INIA,217 VEN 1962 MI 16,217,528,-66.30207635660,10.20370787190
366,366,109,109 VEN 1961 PO 26,,,,,,INIA,109 VEN 1961 PO 26,109,529,-69.55822570300,8.72302803533
426,426,137,137 VEN 1961 PO 41,,,,,,INIA,137 VEN 1961 PO 41,137,530,-68.93283166920,9.47937950136
459,459,133,133 VEN 1961 PO 39,,,,,,INIA,133 VEN 1961 PO 39,133,531,-68.76764800300,8.92566565781
289,289,110,110 VEN 1961 MI 2,,,,,,INIA,110 VEN 1961 MI 2,110,532,-66.13450803150,10.46472458540
444,444,110,110 VEN 1961 PO 27,,,,,,INIA,110 VEN 1961 PO 27,110,533,-69.54703850590,9.10508143314
448,448,152,152 VEN 1961 PO 47,,,,,,INIA,152 VEN 1961 PO 47,152,534,-69.73799046730,8.90838104074
468,468,266,266 VEN 1963 SU 1,I,Inceptisoles,Tropepts,Ustropepts,Vertic Ustropepts,INIA,266 VEN 1963 SU 1,266,535,-63.29779895330,10.31916455000
340,340,115,115 VEN 1961 PO 32,II,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,115 VEN 1961 PO 32,115,536,-69.79284694530,9.03150967290
530,530,437,437 VEN 1965 TR 13,,Inceptisoles,Ochrepts,,,INIA,437 VEN 1965 TR 13,437,537,-70.45861515860,9.59948460730
133,133,395,395 VEN 1964 CA,,,,,,INIA,395 VEN 1964 CA,395,538,-68.24369983670,10.21926839090
176,176,171,171 VEN 1962 GU 27,IV,Vertisoles,Usterts,Haplusterts,Typic Haplusters,INIA,171 VEN 1962 GU 27,171,539,-67.57488598170,9.32878219977
282,282,222,222 VEN 1962 MI 21,,,,,,INIA,222 VEN 1962 MI 21,222,540,-65.96463325160,10.24933975800
473,473,271,271 VEN 1963 SU 6,III,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,271 VEN 1963 SU 6,271,541,-63.26956390530,10.31812678340
259,259,292,292  VEN 1963  MI 41,,,,,,INIA,292  VEN 1963  MI 41,292,542,-66.83036376310,10.11771925750
287,287,246,246 VEN 1963 MI 29,,,,,,INIA,246 VEN 1963 MI 29,246,543,-66.35259716100,10.24776797450
307,307,444,444 VEN 1965 MO 8,II,Ultisoles,Ustults,Plinthustults,Typic Plinthustults,INIA,444 VEN 1965 MO 8,444,544,-62.16025100090,8.82831950676
159,159,140,140 VEN 1961 NE 3,,,,,,INIA,140 VEN 1961 NE 3,140,545,-63.99227787790,11.06337191210
450,450,68,68 VEN 1960 PO 44,IV,Vertisoles,Usterts,Haplusterts,Typic Haplusters,INIA,68 VEN 1960 PO 44,68,546,-69.65721704940,9.06114409086
39,39,245,245 VEN 1963 AR 29,,Inceptisoles,Tropepts,Ustropepts,Typic Ustropepts,INIA,245 VEN 1963 AR 29,245,547,-67.46440590490,10.22769885540
132,132,394,394 VEN 1964 CA,,,,,,INIA,394 VEN 1964 CA,394,548,-68.24478512980,10.21577089230
247,247,59,159 VEN 1962 ME 2,,,,,,INIA,159 VEN 1962 ME 2,59,549,-71.11257406740,9.04139209490
568,568,59,59 VEN 1960 YA 02,,,,,,INIA,59 VEN 1960 YA 02,59,550,-68.89157501300,10.13292408500
75,75,229,229 VEN 1963 BA 9,,,,,,INIA,229 VEN 1963 BA 9,229,551,-70.12289398310,8.70721305124
157,157,138,138 VEN 1961 NE 1,,,,,,INIA,138 VEN 1961 NE 1,138,552,-63.86467947090,10.94945364170
525,525,414,414 VEN 1965 TR 4,,,,,,INIA,414 VEN 1965 TR 4,414,553,-71.02470347790,9.58777446964
552,552,60,60 VEN 1960 YA 03,,,,,,INIA,60 VEN 1960 YA 03,60,554,-68.85082031410,10.23777868690
248,248,254,254 VEN 1963 ME 5,III,Inceptisoles,Tropepts,Dystropepts,Ustoxic Dystropepts,INIA,254 VEN 1963 ME 5,254,555,-71.11286999330,9.05026126720
257,257,283,283  VEN 1963  MI 32,,,,,,INIA,283  VEN 1963  MI 32,283,556,-66.68779639040,10.22533747230
264,264,106,106  VEN 2000 MI 7,,,,,,INIA,106  VEN 2000 MI 7,106,557,-66.12722710130,10.47687325490
429,429,118,118 VEN 1961 PO 35,,,,,,INIA,118 VEN 1961 PO 35,118,558,-69.08893183990,9.26020223748
472,472,270,270 VEN 1963 SU 5,III,Ultisoles,Ustults,Paleustults,Typic Paleustults,INIA,270 VEN 1963 SU 5,270,559,-63.27662243660,10.31729688320
52,52,226,226 VEN 1964 AR 32,,,,,,INIA,226 VEN 1964 AR 32,226,560,-67.56781710560,10.06155492210
67,67,45,45 VEN 1960 AR 5,,Vertisoles,Usterts,Haplusterts,Udic Haplusterts,INIA,45 VEN 1960 AR 5,45,561,-66.99702876720,9.44937949429
143,143,122,122 VEN 1961 CO 6,,Entisoles,Orthents,,,INIA,122 VEN 1961 CO 6,122,562,-68.15075649750,9.16513532259
285,285,226,226 VEN 1963 MI 23,,,,,,INIA,226 VEN 1963 MI 23,226,563,-65.66473506230,10.19896623950
69,69,327,327 VEN 1964 AR 33,,,,,,INIA,327 VEN 1964 AR 33,327,564,-67.59963265960,10.08630181120
269,269,108,108  VEN 1961  MI 9,,,,,,INIA,108  VEN 1961  MI 9,108,565,-66.11573984160,10.53026466770
273,273,218,218 VEN 1962 MI 17,,,,,,INIA,218 VEN 1962 MI 17,218,566,-66.36196129350,10.23982768020
531,531,436,436 VEN 1965 TR 12,,,,,,INIA,436 VEN 1965 TR 12,436,567,-70.46287774920,9.54086405287
45,45,98,98 VEN 1961 AR 12,,Entisoles,Psamments,Ustipsamments,Typic Ustipsamments,INIA,98 VEN 1961 AR 12,98,568,-67.47014039650,10.18002443990
51,51,235,235 VEN 1963 AR 25,,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,INIA,235 VEN 1963 AR 25,235,569,-67.55670513060,10.06711099810
186,186,126,126 VEN 1961 GU 18,III,Alfisoles,Aqualfs,Endoaqualfs,Aeric Endoaqualfs,INIA,126 VEN 1961 GU 18,126,570,-67.43199623010,8.91846036792
558,558,62,62 VEN 1960 YA 05,,,,,,INIA,62 VEN 1960 YA 05,62,571,-68.75348535990,10.34982738580
149,149,202,202 VEN 1962 CO 9,,Ultisoles,Ustults,,,INIA,202 VEN 1962 CO 9,202,572,-68.29231971410,9.90735266528
185,185,15,15 VEN 1959 GU 8,,,,,,INIA,15 VEN 1959 GU 8,15,573,-67.42730230850,8.92248399538
194,194,15,15 VEN 1959 GU 8,,,,,,INIA,15 VEN 1959 GU 8,15,574,-67.31799825440,8.83732419062
256,256,285,285  VEN 1963  MI 34,,,,,,INIA,285  VEN 1963  MI 34,285,575,-66.64579427770,10.35349721280
462,462,458,458 VEN 1966 SU 19,III,Mollisoles,Ustolls,Haplustolls,Typic Haplustolls,INIA,458 VEN 1966 SU 19,458,576,-64.15536596340,10.42432608450
325,325,112,112 VEN 1961 PO 29,,,,,,INIA,112 VEN 1961 PO 29,112,577,-69.86392292160,8.76442992124
332,332,78,78 VEN 1960 PO 23,IV,Vertisoles,Usterts,OCHRAQUALFS,Typic Haplusters,INIA,78 VEN 1960 PO 23,78,578,-69.78460522550,8.82505277175
40,40,249,249 VEN 1963 AR 30,,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,249 VEN 1963 AR 30,249,579,-67.46601885420,10.22196354990
